variable,group,value
CensusTract5608,min15,11.0293533
CensusTract5609,min15,6.722504894
CensusTract5610,min15,5.893976018
CensusTract8017.02,min15,6.376085789
CensusTract8357,min15,9.377556462
CensusTract103,min15,6.439934284
CensusTract104,min15,5.704523595
CensusTract106,min15,12.20649028
CensusTract201,min15,12.04227607
CensusTract2808,min15,11.7386819
CensusTract4203,min15,10.48801884
CensusTract8066,min15,2.265624398
CensusTract8065.02,min15,11.48688999
CensusTract8059.02,min15,10.05626176
CensusTract1002,min15,11.14856534
CensusTract8048.05,min15,10.9961984
CensusTract202,min15,12.22344446
CensusTract8042.02,min15,10.2018709
CensusTract8047.01,min15,6.439006115
CensusTract8036.05,min15,5.207985338
CensusTract1302,min15,9.8425481
CensusTract8043.06,min15,1.807044233
CensusTract204,min15,2.75385443
CensusTract802.02,min15,2.681054948
CensusTract2402,min15,4.63517885
CensusTract8241.05,min15,5.986168332
CensusTract6118,min15,7.525919132
CensusTract8299.01,min15,7.299535374
CensusTract602,min15,6.495758093
CensusTract2212,min15,7.03071083
CensusTract8265,min15,11.72065459
CensusTract8253.02,min15,10.45977769
CensusTract8241.07,min15,11.06512827
CensusTract8302.02,min15,10.04681129
CensusTract612,min15,9.87859144
CensusTract8082,min15,7.023109291
CensusTract302,min15,7.198489574
CensusTract303,min15,6.690355448
CensusTract304,min15,10.56159005
CensusTract309,min15,14.40201913
CensusTract310,min15,10.77130305
CensusTract8236.03,min15,15.1906772
CensusTract8224,min15,8.582392006
CensusTract8157.02,min15,8.273979807
CensusTract6006,min15,7.384751504
CensusTract8179,min15,7.158577284
CensusTract8119,min15,6.869458648
CensusTract4206,min15,7.810812331
CensusTract1101,min15,7.512257618
CensusTract314,min15,7.203148084
CensusTract409,min15,7.347351727
CensusTract502,min15,13.26175063
CensusTract503,min15,7.281381917
CensusTract8116,min15,11.12600792
CensusTract8186,min15,9.990651842
CensusTract8048.07,min15,9.154270765
CensusTract8018,min15,11.33778067
CensusTract8004,min15,3.808315789
CensusTract717,min15,13.05896
CensusTract318,min15,10.24210652
CensusTract8190,min15,10.3288149
CensusTract8245.06,min15,7.714160116
CensusTract8239.03,min15,7.860908997
CensusTract8157.01,min15,6.967128473
CensusTract8029,min15,8.200428467
CensusTract317,min15,7.422759573
CensusTract6104,min15,7.548991469
CensusTract6714,min15,9.401831619
CensusTract506,min15,10.65226527
CensusTract505,min15,10.14122394
CensusTract8239.04,min15,11.18594756
CensusTract8201.03,min15,14.09242723
CensusTract8058.01,min15,9.047416836
CensusTract716,min15,9.589946074
CensusTract8285.05,min15,8.324470034
CensusTract8300.04,min15,7.459275565
CensusTract8285.03,min15,9.930058673
CensusTract8020.02,min15,9.69049657
CensusTract8262.02,min15,8.025709609
CensusTract4904,min15,7.887728143
CensusTract8184.01,min15,8.581284825
CensusTract8016.05,min15,8.105442702
CensusTract8007,min15,8.006808051
CensusTract623,min15,8.734608988
CensusTract8231.02,min15,10.19991286
CensusTract6304,min15,9.991107941
CensusTract101,min15,10.08437272
CensusTract8228.02,min15,13.51479289
CensusTract8279.02,min15,10.60861089
CensusTract8299.02,min15,11.9176846
CensusTract8084,min15,8.659343945
CensusTract6806,min15,8.647515102
CensusTract8030.10,min15,9.029538737
CensusTract8045.05,min15,9.356380222
CensusTract8046.06,min15,8.74566466
CensusTract8047.12,min15,8.982482037
CensusTract8078,min15,8.779553976
CensusTract8111,min15,6.388935943
CensusTract305,min15,9.557326027
CensusTract8288.01,min15,9.179998693
CensusTract8205.01,min15,9.263009402
CensusTract8147,min15,7.050182237
CensusTract8191,min15,7.125849329
CensusTract7705,min15,7.158207918
CensusTract205,min15,7.392063828
CensusTract813,min15,7.4341594
CensusTract810,min15,7.091169125
CensusTract1301,min15,6.920397276
CensusTract1702,min15,8.048732033
CensusTract1703,min15,2.901036716
CensusTract1704,min15,3.528778217
CensusTract1705,min15,3.368608963
CensusTract1706,min15,4.147668577
CensusTract1707,min15,4.026722793
CensusTract1708,min15,3.506874863
CensusTract2514,min15,7.09943016
CensusTract2603,min15,3.237123701
CensusTract2605,min15,2.925579194
CensusTract2606,min15,2.661597905
CensusTract2607,min15,2.44401852
CensusTract2608,min15,2.104038183
CensusTract507,min15,1.767906144
CensusTract509,min15,1.835867853
CensusTract510,min15,2.072615371
CensusTract511,min15,7.514391244
CensusTract512,min15,1.393709479
CensusTract1709,min15,1.362804782
CensusTract1710,min15,2.404729414
CensusTract1711,min15,7.223260899
CensusTract1801,min15,11.75317533
CensusTract1901,min15,4.624880469
CensusTract2222,min15,7.290535047
CensusTract2225,min15,11.6262473
CensusTract2226,min15,11.87321663
CensusTract2515,min15,8.099656222
CensusTract2516,min15,11.93714233
CensusTract2517,min15,11.99674731
CensusTract2518,min15,12.14675065
CensusTract2519,min15,13.31768076
CensusTract2520,min15,12.17627302
CensusTract1303,min15,13.24678219
CensusTract1902,min15,12.96776468
CensusTract1903,min15,12.84488401
CensusTract1908,min15,12.17041338
CensusTract2601,min15,16.60701071
CensusTract2602,min15,17.10608839
CensusTract5301,min15,12.54581776
CensusTract618,min15,12.54182373
CensusTract8282.01,min15,12.20731546
CensusTract8250,min15,12.18623331
CensusTract8243,min15,12.98914592
CensusTract8246.01,min15,12.72525998
CensusTract8185,min15,11.69768165
CensusTract8234,min15,10.91621079
CensusTract8215,min15,10.98792
CensusTract4102,min15,11.20883627
CensusTract8036.06,min15,8.077008045
CensusTract2229,min15,7.115786462
CensusTract2410,min15,4.123379877
CensusTract8254,min15,3.694064668
CensusTract8300.05,min15,12.294105
CensusTract8245.05,min15,11.37102207
CensusTract8248,min15,12.21957197
CensusTract8036.08,min15,11.39064154
CensusTract1909,min15,11.7450041
CensusTract1912,min15,11.26234613
CensusTract2001,min15,8.104257279
CensusTract2002,min15,6.749010601
CensusTract2003,min15,6.793717295
CensusTract2227,min15,3.305192355
CensusTract2301,min15,8.016835485
CensusTract2302,min15,7.532620869
CensusTract2303,min15,6.691329883
CensusTract2304,min15,8.6406043
CensusTract2305,min15,13.20199715
CensusTract3511,min15,13.51708813
CensusTract8275,min15,12.95393639
CensusTract8076,min15,6.693593255
CensusTract8042.01,min15,6.123461671
CensusTract8262.01,min15,6.425051244
CensusTract8230.01,min15,6.513363679
CensusTract8202.01,min15,6.972236516
CensusTract8202.02,min15,6.96026489
CensusTract6117,min15,3.042656833
CensusTract5502,min15,5.953729864
CensusTract8197,min15,6.808508324
CensusTract3005,min15,7.208540127
CensusTract8161,min15,7.886794395
CensusTract8187,min15,8.740192286
CensusTract8173,min15,7.824090628
CensusTract3815,min15,8.507452466
CensusTract4205,min15,6.913471324
CensusTract8115,min15,12.40847714
CensusTract815,min15,13.29067352
CensusTract816,min15,13.48036885
CensusTract817,min15,9.558731019
CensusTract818,min15,8.341877667
CensusTract819,min15,8.835261203
CensusTract2228,min15,7.14753106
CensusTract508,min15,7.485285817
CensusTract2101,min15,9.064301035
CensusTract2104,min15,8.497463895
CensusTract2307,min15,7.775159983
CensusTract2308,min15,5.441648928
CensusTract2309,min15,9.443444062
CensusTract8205.02,min15,9.238031494
CensusTract8209.01,min15,4.383471088
CensusTract8232,min15,4.996135193
CensusTract8233.04,min15,8.956659979
CensusTract8207,min15,9.974628914
CensusTract8226.02,min15,9.234333968
CensusTract6705,min15,9.089843852
CensusTract8201.04,min15,5.415381064
CensusTract5808,min15,7.746626107
CensusTract8051.09,min15,5.762112987
CensusTract8118,min15,6.252692659
CensusTract3807,min15,6.152651872
CensusTract7703,min15,6.164376366
CensusTract8046.03,min15,5.320834112
CensusTract1201,min15,5.942837305
CensusTract2306,min15,6.856159615
CensusTract2423,min15,5.775027905
CensusTract2422,min15,5.685517841
CensusTract321,min15,5.490597839
CensusTract8283,min15,8.005048312
CensusTract8249,min15,4.686536846
CensusTract8278.01,min15,5.063673
CensusTract8015,min15,6.817922477
CensusTract8060.02,min15,4.517767916
CensusTract8117.01,min15,7.98410296
CensusTract8238.03,min15,4.258839252
CensusTract8208,min15,1.818280544
CensusTract3008,min15,2.934722222
CensusTract609,min15,2.981206855
CensusTract610,min15,4.981236762
CensusTract2107,min15,5.872888067
CensusTract8175,min15,5.507362718
CensusTract8183,min15,5.237650225
CensusTract2916,min15,6.437376111
CensusTract4004,min15,6.062623544
CensusTract8165,min15,3.522197382
CensusTract8057.01,min15,3.193313451
CensusTract8048.03,min15,3.096281037
CensusTract1911,min15,2.575970105
CensusTract8041.05,min15,1.843799043
CensusTract8047.05,min15,5.454175684
CensusTract8036.03,min15,6.786178395
CensusTract8201.01,min15,6.566900214
CensusTract622,min15,5.873956056
CensusTract6112,min15,6.284829654
CensusTract3009,min15,7.658970126
CensusTract611,min15,6.886999682
CensusTract615,min15,6.900339416
CensusTract620,min15,6.315270912
CensusTract621,min15,9.477087755
CensusTract8238.01,min15,12.45264332
CensusTract8279.01,min15,9.641213956
CensusTract8295,min15,6.638950685
CensusTract902,min15,7.24028461
CensusTract901,min15,6.29223613
CensusTract8291,min15,6.174850742
CensusTract8245.03,min15,7.533250892
CensusTract8241.06,min15,5.530417609
CensusTract8016.08,min15,9.031793875
CensusTract8059.01,min15,9.254322901
CensusTract8264.01,min15,8.349381755
CensusTract2604,min15,8.533831158
CensusTract8041.02,min15,8.721312307
CensusTract3515,min15,8.635323895
CensusTract8112,min15,7.065688291
CensusTract7708,min15,5.988785827
CensusTract8026.05,min15,5.476655448
CensusTract8043.05,min15,3.498706419
CensusTract8038,min15,3.432349852
CensusTract2108,min15,5.106526764
CensusTract2109,min15,2.822446134
CensusTract8039.01,min15,6.705779845
CensusTract8016.01,min15,6.049416646
CensusTract8036.10,min15,4.944369201
CensusTract8009,min15,11.21035706
CensusTract811,min15,5.053152598
CensusTract630,min15,4.935750033
CensusTract2412,min15,7.18744909
CensusTract312,min15,6.399087686
CensusTract625,min15,6.763662802
CensusTract626,min15,9.994576674
CensusTract627,min15,9.471145893
CensusTract628,min15,7.965078217
CensusTract629,min15,7.608099766
CensusTract624,min15,3.883863023
CensusTract631,min15,3.883863023
CensusTract632,min15,3.883863023
CensusTract634,min15,3.883863023
CensusTract903,min15,8.892249967
CensusTract8370,min15,12.03808189
CensusTract8045.08,min15,6.103926222
CensusTract7709.01,min15,11.64321057
CensusTract8324,min15,4.812960389
CensusTract8329,min15,3.457266688
CensusTract8403,min15,6.213005375
CensusTract8238.05,min15,15.57733945
CensusTract8386,min15,10.16678226
CensusTract8396,min15,5.599553274
CensusTract8349,min15,9.683727041
CensusTract306.03,min15,11.5726194
CensusTract8322,min15,5.971943074
CensusTract8367,min15,5.985775671
CensusTract8368,min15,2.226104697
CensusTract8366,min15,2.6617529
CensusTract8330,min15,5.793293129
CensusTract8425,min15,2.091967965
CensusTract8418,min15,2.754690054
CensusTract8428,min15,2.790089057
CensusTract8438,min15,2.849486705
CensusTract8410,min15,5.065837126
CensusTract8365,min15,3.780992578
CensusTract8439,min15,3.629491019
CensusTract8342,min15,8.640227474
CensusTract8422,min15,4.990713625
CensusTract8380,min15,4.684101187
CensusTract107.02,min15,3.224255693
CensusTract105.03,min15,5.244184061
CensusTract105.02,min15,2.096704821
CensusTract107.01,min15,3.0236631
CensusTract209.02,min15,1.653792597
CensusTract203.02,min15,4.870124888
CensusTract206.01,min15,41.14273066
CensusTract203.01,min15,4.6040751
CensusTract7608.03,min15,3.729378731
CensusTract5305.01,min15,6.667982835
CensusTract5305.03,min15,0.790252191
CensusTract6503.01,min15,1.81596424
CensusTract6503.02,min15,1.345402463
CensusTract5305.02,min15,1.364157943
CensusTract8036.11,min15,1.153271038
CensusTract8313,min15,1.088808178
CensusTract8314,min15,0.848510403
CensusTract8404,min15,3.778474167
CensusTract8424,min15,1.106902335
CensusTract8321,min15,1.938250864
CensusTract208.02,min15,1.840049799
CensusTract207.02,min15,2.680957225
CensusTract208.01,min15,1.596329012
CensusTract402.02,min15,1.361471252
CensusTract402.01,min15,1.842672747
CensusTract404.02,min15,1.403984698
CensusTract315.01,min15,1.836796115
CensusTract812.01,min15,1.693998387
CensusTract633.01,min15,5.609652352
CensusTract4909.01,min15,4.97268919
CensusTract4909.02,min15,3.589318378
CensusTract3018.01,min15,2.095312753
CensusTract7003.01,min15,3.229359727
CensusTract3017.02,min15,4.42166889
CensusTract7004.01,min15,5.922354436
CensusTract8036.12,min15,5.706651547
CensusTract8037.02,min15,5.876972917
CensusTract8047.13,min15,5.875034471
CensusTract8043.09,min15,4.39105485
CensusTract8045.10,min15,4.671955716
CensusTract8371,min15,1.885206638
CensusTract8374,min15,1.541893179
CensusTract8378,min15,1.486365879
CensusTract8373,min15,1.128810417
CensusTract8415,min15,1.128810417
CensusTract8387,min15,0.819138041
CensusTract1505.01,min15,3.823349426
CensusTract1504.01,min15,2.858004103
CensusTract1505.02,min15,1.448826095
CensusTract1105.02,min15,41.58585238
CensusTract1504.02,min15,5.340549984
CensusTract1403.02,min15,0.701033083
CensusTract1403.01,min15,0.701033083
CensusTract7003.02,min15,0.732452718
CensusTract5805.01,min15,0.732452718
CensusTract5805.02,min15,3.502584516
CensusTract7302.01,min15,3.502584516
CensusTract3018.02,min15,5.411530961
CensusTract4401.01,min15,3.954896063
CensusTract3017.01,min15,3.502584516
CensusTract8045.09,min15,3.502584516
CensusTract8045.11,min15,3.502584516
CensusTract8046.09,min15,1.004272324
CensusTract8046.08,min15,0.785795457
CensusTract8062.02,min15,3.502584516
CensusTract8391,min15,3.502584516
CensusTract8331,min15,1.339150205
CensusTract8381,min15,1.339150205
CensusTract8333,min15,1.339150205
CensusTract8382,min15,0.785795457
CensusTract1407.02,min15,0.785795457
CensusTract1406.02,min15,0.785795457
CensusTract1407.01,min15,3.56175954
CensusTract1605.02,min15,6.613436784
CensusTract1606.02,min15,3.56175954
CensusTract1510.02,min15,0.961092754
CensusTract1510.01,min15,0.961092754
CensusTract1904.02,min15,0.961092754
CensusTract4313.01,min15,1.339150205
CensusTract4313.02,min15,1.339150205
CensusTract4603.02,min15,1.339150205
CensusTract4603.01,min15,0.961092754
CensusTract7005.01,min15,1.339150205
CensusTract7005.02,min15,1.339150205
CensusTract2106.01,min15,1.339150205
CensusTract8123.02,min15,1.339150205
CensusTract8128.02,min15,1.339150205
CensusTract8128.01,min15,7.498072412
CensusTract8123.01,min15,8.711022729
CensusTract8138.02,min15,9.63602711
CensusTract8137.01,min15,8.937590388
CensusTract8206.03,min15,15.93486795
CensusTract8411,min15,14.45580238
CensusTract8402,min15,14.97202922
CensusTract8413,min15,6.848598144
CensusTract8407,min15,8.57822291
CensusTract8416,min15,17.43528894
CensusTract8417,min15,3.823714072
CensusTract1906.02,min15,4.028789827
CensusTract1904.01,min15,11.39420204
CensusTract1907.02,min15,4.48038561
CensusTract1913.02,min15,13.4211945
CensusTract1906.01,min15,10.14736102
CensusTract1913.01,min15,9.307998611
CensusTract2004.02,min15,14.56470085
CensusTract2004.01,min15,15.31656955
CensusTract2209.02,min15,13.97754425
CensusTract2105.01,min15,14.34592677
CensusTract1606.01,min15,13.57931312
CensusTract619.01,min15,14.3546106
CensusTract8408,min15,18.334981
CensusTract307.03,min15,14.68884926
CensusTract814.03,min15,13.05389303
CensusTract307.02,min15,5.701154961
CensusTract4401.02,min15,9.426931112
CensusTract4402.02,min15,6.141533337
CensusTract8241.13,min15,5.7088585
CensusTract8253.04,min15,5.984678794
CensusTract8300.08,min15,10.98625162
CensusTract8030.12,min15,15.20299441
CensusTract8026.07,min15,11.27972118
CensusTract8414,min15,11.12490478
CensusTract8305,min15,6.595486846
CensusTract8401,min15,5.857262504
CensusTract8392,min15,5.716525094
CensusTract8355,min15,3.444531487
CensusTract8044.04,min15,16.1728656
CensusTract8048.04,min15,16.08053763
CensusTract306.04,min15,15.14186569
CensusTract315.02,min15,15.45883251
CensusTract814.02,min15,13.71577289
CensusTract802.01,min15,14.43296607
CensusTract7608.02,min15,6.052140406
CensusTract1406.01,min15,6.633308393
CensusTract701.02,min15,13.48683863
CensusTract2105.02,min15,13.61323151
CensusTract8002,min15,12.86495746
CensusTract5401.02,min15,11.55277281
CensusTract7004.02,min15,12.26254968
