variable,group,value
Census Tract 3105,60min,5.913736078
Census Tract 4912,60min,5.906067476
Census Tract 4913,60min,5.888603282
Census Tract 4914,60min,6.960374012
Census Tract 5001,60min,6.299991461
Census Tract 5002,60min,5.923042673
Census Tract 5003,60min,7.132532068
Census Tract 5602,60min,6.529886062
Census Tract 5603,60min,7.13293136
Census Tract 5607,60min,7.562546593
Census Tract 5608,60min,7.752135153
Census Tract 5609,60min,7.947059795
Census Tract 5610,60min,7.950929235
Census Tract 8017.02,60min,7.661279801
Census Tract 8357,60min,7.74401397
Census Tract 103,60min,7.759285498
Census Tract 104,60min,7.520820852
Census Tract 106,60min,7.259880746
Census Tract 201,60min,7.259108912
Census Tract 2808,60min,7.232620537
Census Tract 4203,60min,7.439332556
Census Tract 8066,60min,7.154040839
Census Tract 8065.02,60min,6.831011794
Census Tract 8059.02,60min,6.796322301
Census Tract 1002,60min,7.523246584
Census Tract 8048.05,60min,7.470072566
Census Tract 202,60min,7.468763528
Census Tract 8042.02,60min,7.256673274
Census Tract 8047.01,60min,7.937077787
Census Tract 8036.05,60min,7.666424273
Census Tract 1302,60min,6.965076603
Census Tract 8043.06,60min,7.257020932
Census Tract 204,60min,7.594881412
Census Tract 802.02,60min,7.221810209
Census Tract 2402,60min,7.733233666
Census Tract 8241.05,60min,7.663351021
Census Tract 6118,60min,7.613254495
Census Tract 8299.01,60min,7.705964741
Census Tract 602,60min,7.609407691
Census Tract 2212,60min,7.763924371
Census Tract 8265,60min,7.763082514
Census Tract 8253.02,60min,7.67242994
Census Tract 8241.07,60min,7.761720109
Census Tract 8302.02,60min,7.688599054
Census Tract 612,60min,7.684240473
Census Tract 8082,60min,7.598870665
Census Tract 302,60min,7.9683428
Census Tract 303,60min,7.9683428
Census Tract 304,60min,7.688382034
Census Tract 309,60min,7.67396252
Census Tract 310,60min,7.78939306
Census Tract 8236.03,60min,7.769475146
Census Tract 8224,60min,7.802180045
Census Tract 8157.02,60min,7.779473482
Census Tract 6006,60min,7.950440753
Census Tract 8179,60min,7.924255882
Census Tract 8119,60min,7.97982486
Census Tract 4206,60min,7.983194891
Census Tract 1101,60min,7.986975273
Census Tract 314,60min,7.980291976
Census Tract 409,60min,7.9805262
Census Tract 502,60min,7.98290412
Census Tract 503,60min,7.831374968
Census Tract 8116,60min,7.830927825
Census Tract 8186,60min,7.970766254
Census Tract 8048.07,60min,7.963795095
Census Tract 8018,60min,7.841139079
Census Tract 8004,60min,7.667706161
Census Tract 717,60min,7.761939924
Census Tract 318,60min,7.761939924
Census Tract 8190,60min,7.971590661
Census Tract 8245.06,60min,7.971590661
Census Tract 8239.03,60min,7.933544307
Census Tract 8157.01,60min,7.971590661
Census Tract 8029,60min,7.9805262
Census Tract 317,60min,7.980291976
Census Tract 6104,60min,7.9805262
Census Tract 6714,60min,7.58832316
Census Tract 506,60min,7.794668747
Census Tract 505,60min,7.855956364
Census Tract 8239.04,60min,7.811469755
Census Tract 8201.03,60min,7.876319139
Census Tract 8058.01,60min,7.58832316
Census Tract 716,60min,7.700851665
Census Tract 8285.05,60min,7.862802746
Census Tract 8300.04,60min,7.89927834
Census Tract 8285.03,60min,7.862802746
Census Tract 8020.02,60min,7.87250502
Census Tract 8262.02,60min,7.90165626
Census Tract 4904,60min,7.922989019
Census Tract 8184.01,60min,7.923265285
Census Tract 8016.05,60min,7.905623332
Census Tract 8007,60min,7.882225131
Census Tract 623,60min,7.911480794
Census Tract 8231.02,60min,7.807346725
Census Tract 6304,60min,7.863030339
Census Tract 101,60min,7.867164144
Census Tract 8228.02,60min,7.765524318
Census Tract 8279.02,60min,7.86862845
Census Tract 8299.02,60min,7.645243026
Census Tract 8084,60min,7.377169379
Census Tract 6806,60min,7.290672361
Census Tract 8030.10,60min,7.47663591
Census Tract 8045.05,60min,7.504713945
Census Tract 8046.06,60min,7.401340129
Census Tract 8047.12,60min,7.458383548
Census Tract 8078,60min,7.386458746
Census Tract 8111,60min,7.418282714
Census Tract 305,60min,7.465112122
Census Tract 8288.01,60min,7.480538848
Census Tract 8205.01,60min,7.512224677
Census Tract 8147,60min,7.505143941
Census Tract 8191,60min,7.452432429
Census Tract 7705,60min,7.512735337
Census Tract 205,60min,7.594573785
Census Tract 813,60min,7.685971879
Census Tract 810,60min,7.61010085
Census Tract 1301,60min,7.58832316
Census Tract 1702,60min,7.990079318
Census Tract 1703,60min,7.981546053
Census Tract 1704,60min,7.986150865
Census Tract 1705,60min,7.986831456
Census Tract 1706,60min,7.983194891
Census Tract 1707,60min,7.984916085
Census Tract 1708,60min,7.977156169
Census Tract 2514,60min,7.987294005
Census Tract 2603,60min,7.984916085
Census Tract 2605,60min,7.977156169
Census Tract 2606,60min,7.977503327
Census Tract 2607,60min,8.102356105
Census Tract 2608,60min,7.988343619
Census Tract 507,60min,7.978738032
Census Tract 509,60min,7.984643178
Census Tract 510,60min,7.978738032
Census Tract 511,60min,8.09796622
Census Tract 512,60min,8.097054427
Census Tract 1709,60min,8.102356105
Census Tract 1710,60min,8.102356105
Census Tract 1711,60min,7.992733504
Census Tract 1801,60min,8.102356105
Census Tract 1901,60min,7.992457238
Census Tract 2222,60min,7.992733504
Census Tract 2225,60min,8.102356105
Census Tract 2226,60min,8.102356105
Census Tract 2515,60min,7.992733504
Census Tract 2516,60min,7.992733504
Census Tract 2517,60min,8.102356105
Census Tract 2518,60min,8.102356105
Census Tract 2519,60min,8.102356105
Census Tract 2520,60min,8.102356105
Census Tract 1303,60min,8.102356105
Census Tract 1902,60min,8.102356105
Census Tract 1903,60min,8.102356105
Census Tract 1908,60min,8.102356105
Census Tract 2601,60min,8.102356105
Census Tract 2602,60min,8.102356105
Census Tract 5301,60min,8.102356105
Census Tract 618,60min,8.102356105
Census Tract 8282.01,60min,8.102356105
Census Tract 8250,60min,8.102356105
Census Tract 8243,60min,8.102356105
Census Tract 8246.01,60min,8.102356105
Census Tract 8185,60min,8.102356105
Census Tract 8234,60min,8.102356105
Census Tract 8215,60min,8.102356105
Census Tract 4102,60min,8.102356105
Census Tract 8036.06,60min,8.102356105
Census Tract 2229,60min,8.098412891
Census Tract 2410,60min,8.088764619
Census Tract 8254,60min,8.102356105
Census Tract 8300.05,60min,8.102356105
Census Tract 8245.05,60min,8.102356105
Census Tract 8248,60min,8.102356105
Census Tract 8036.08,60min,8.102356105
Census Tract 1909,60min,8.102356105
Census Tract 1912,60min,8.102356105
Census Tract 2001,60min,8.102356105
Census Tract 2002,60min,8.102356105
Census Tract 2003,60min,8.102356105
Census Tract 2227,60min,8.102356105
Census Tract 2301,60min,8.102356105
Census Tract 2302,60min,8.102356105
Census Tract 2303,60min,8.102356105
Census Tract 2304,60min,8.102356105
Census Tract 2305,60min,8.102356105
Census Tract 3511,60min,8.102356105
Census Tract 8275,60min,8.102356105
Census Tract 8076,60min,8.102356105
Census Tract 8042.01,60min,8.09796622
Census Tract 8262.01,60min,8.102356105
Census Tract 8230.01,60min,8.102356105
Census Tract 8202.01,60min,8.102356105
Census Tract 8202.02,60min,8.102356105
Census Tract 6117,60min,8.102356105
Census Tract 5502,60min,8.102356105
Census Tract 8197,60min,8.102356105
Census Tract 3005,60min,8.102356105
Census Tract 8161,60min,8.102356105
Census Tract 8187,60min,8.102356105
Census Tract 8173,60min,8.102356105
Census Tract 3815,60min,8.102356105
Census Tract 4205,60min,8.102356105
Census Tract 8115,60min,8.102356105
Census Tract 815,60min,8.102356105
Census Tract 816,60min,8.102356105
Census Tract 817,60min,8.102356105
Census Tract 818,60min,8.102356105
Census Tract 819,60min,8.102356105
Census Tract 2228,60min,8.102356105
Census Tract 508,60min,8.102356105
Census Tract 2101,60min,8.102356105
Census Tract 2104,60min,8.102356105
Census Tract 2307,60min,8.102356105
Census Tract 2308,60min,8.102356105
Census Tract 2309,60min,8.102356105
Census Tract 8205.02,60min,8.102356105
Census Tract 8209.01,60min,8.102356105
Census Tract 8232,60min,8.102356105
Census Tract 8233.04,60min,8.102356105
Census Tract 8207,60min,8.102356105
Census Tract 8226.02,60min,8.102356105
Census Tract 6705,60min,8.102356105
Census Tract 8201.04,60min,8.102356105
Census Tract 5808,60min,8.102356105
Census Tract 8051.09,60min,8.102356105
Census Tract 8118,60min,8.102356105
Census Tract 3807,60min,8.102356105
Census Tract 7703,60min,8.102356105
Census Tract 8046.03,60min,8.102356105
Census Tract 1201,60min,8.102356105
Census Tract 2306,60min,8.102356105
Census Tract 2423,60min,8.102356105
Census Tract 2422,60min,8.102356105
Census Tract 321,60min,8.102356105
Census Tract 8283,60min,8.102356105
Census Tract 8249,60min,8.077718195
Census Tract 8278.01,60min,8.102356105
Census Tract 8015,60min,8.088764619
Census Tract 8060.02,60min,8.102356105
Census Tract 8117.01,60min,8.102356105
Census Tract 8238.03,60min,8.077718195
Census Tract 8208,60min,8.077718195
Census Tract 3008,60min,8.102356105
Census Tract 609,60min,8.055013411
Census Tract 610,60min,8.076585394
Census Tract 2107,60min,8.050700901
Census Tract 8175,60min,8.076886701
Census Tract 8183,60min,8.031879318
Census Tract 2916,60min,7.909329164
Census Tract 4004,60min,7.87597916
Census Tract 8165,60min,7.744473028
Census Tract 8057.01,60min,7.726367905
Census Tract 8048.03,60min,7.725113176
Census Tract 1911,60min,7.725113176
Census Tract 8041.05,60min,7.07867637
Census Tract 8047.05,60min,7.716322242
Census Tract 8036.03,60min,7.870531426
Census Tract 8201.01,60min,7.802241743
Census Tract 622,60min,7.704034626
Census Tract 6112,60min,7.87597916
Census Tract 3009,60min,8.052757714
Census Tract 611,60min,7.888450768
Census Tract 615,60min,8.031879318
Census Tract 620,60min,7.831010876
Census Tract 621,60min,7.866303509
Census Tract 8238.01,60min,8.088764619
Census Tract 8279.01,60min,7.923312347
Census Tract 8295,60min,7.661887003
Census Tract 902,60min,7.552133409
Census Tract 901,60min,7.808473029
Census Tract 8291,60min,7.56800699
Census Tract 8245.03,60min,7.576163455
Census Tract 8241.06,60min,7.385496252
Census Tract 8016.08,60min,8.076596393
Census Tract 8059.01,60min,7.811513025
Census Tract 8264.01,60min,7.367143381
Census Tract 2604,60min,7.788131747
Census Tract 8041.02,60min,7.74651619
Census Tract 3515,60min,7.515075968
Census Tract 8112,60min,7.59510652
Census Tract 7708,60min,7.547320494
Census Tract 8026.05,60min,7.71174157
Census Tract 8043.05,60min,7.744719164
Census Tract 8038,60min,7.721624403
Census Tract 2108,60min,7.370004673
Census Tract 2109,60min,7.471003184
Census Tract 8039.01,60min,7.275570805
Census Tract 8016.01,60min,7.303726055
Census Tract 8036.10,60min,7.866735598
Census Tract 8009,60min,8.098412891
Census Tract 811,60min,8.098412891
Census Tract 630,60min,7.925815641
Census Tract 2412,60min,7.465227862
Census Tract 312,60min,7.823699943
Census Tract 625,60min,7.761725929
Census Tract 626,60min,7.788131747
Census Tract 627,60min,7.619509932
Census Tract 628,60min,7.150459292
Census Tract 629,60min,7.248698542
Census Tract 624,60min,7.395265225
Census Tract 631,60min,7.213750394
Census Tract 632,60min,7.647344822
Census Tract 634,60min,7.136530129
Census Tract 903,60min,7.071763123
Census Tract 8370,60min,6.773187885
Census Tract 8045.08,60min,6.646799707
Census Tract 7709.01,60min,6.663032413
Census Tract 8324,60min,6.684238423
Census Tract 8329,60min,6.684238423
Census Tract 8403,60min,7.100933141
Census Tract 8238.05,60min,7.119079611
Census Tract 8386,60min,6.254647993
Census Tract 8396,60min,5.507909449
Census Tract 8349,60min,6.005757192
Census Tract 306.03,60min,6.585111801
Census Tract 8322,60min,6.47634318
Census Tract 8367,60min,6.363335193
Census Tract 8368,60min,7.373127225
Census Tract 8366,60min,7.471141303
Census Tract 8330,60min,7.100933141
Census Tract 8425,60min,6.74801761
Census Tract 8418,60min,6.365339326
Census Tract 8428,60min,6.355701157
Census Tract 8438,60min,7.438380522
Census Tract 8410,60min,7.396733218
Census Tract 8365,60min,7.380827323
Census Tract 8439,60min,7.487640827
Census Tract 8342,60min,7.863567333
Census Tract 8422,60min,7.111664618
Census Tract 8380,60min,7.087753332
Census Tract 107.02,60min,6.989996147
Census Tract 105.03,60min,6.841449571
Census Tract 105.02,60min,6.312632811
Census Tract 107.01,60min,5.974279526
Census Tract 209.02,60min,5.9976342
Census Tract 203.02,60min,6.890625407
Census Tract 206.01,60min,6.826723834
Census Tract 203.01,60min,6.698860936
Census Tract 7608.03,60min,6.604312445
Census Tract 5305.01,60min,7.15351232
Census Tract 5305.03,60min,6.977585512
Census Tract 6503.01,60min,7.436397357
Census Tract 6503.02,60min,7.304379714
Census Tract 5305.02,60min,7.325210223
Census Tract 8036.11,60min,6.937263692
Census Tract 8313,60min,6.916485319
Census Tract 8314,60min,6.587809139
Census Tract 8404,60min,7.231685088
Census Tract 8424,60min,6.585284373
Census Tract 8321,60min,7.23734891
Census Tract 208.02,60min,7.177650623
Census Tract 207.02,60min,7.630587584
Census Tract 208.01,60min,7.628038702
Census Tract 402.02,60min,7.363328001
Census Tract 402.01,60min,7.025577267
Census Tract 404.02,60min,7.030879298
Census Tract 315.01,60min,7.020435004
Census Tract 812.01,60min,7.159698502
Census Tract 633.01,60min,7.711796169
Census Tract 4909.01,60min,7.353982933
Census Tract 4909.02,60min,7.111808021
Census Tract 3018.01,60min,7.111808021
Census Tract 7003.01,60min,6.921769696
Census Tract 3017.02,60min,6.995270378
Census Tract 7004.01,60min,7.203202181
Census Tract 8036.12,60min,7.015410556
Census Tract 8037.02,60min,7.118141585
Census Tract 8047.13,60min,7.063064832
Census Tract 8043.09,60min,7.089426985
Census Tract 8045.10,60min,7.291383375
Census Tract 8371,60min,6.927453287
Census Tract 8374,60min,6.789675129
Census Tract 8378,60min,6.598088613
Census Tract 8373,60min,6.449509737
Census Tract 8415,60min,6.448484366
Census Tract 8387,60min,6.188730138
Census Tract 1505.01,60min,6.933700146
Census Tract 1504.01,60min,6.694357146
Census Tract 1505.02,60min,6.346476943
Census Tract 1105.02,60min,7.004050661
Census Tract 1504.02,60min,6.80539151
Census Tract 1403.02,60min,6.561623225
Census Tract 1403.01,60min,6.561623225
Census Tract 7003.02,60min,6.138018954
Census Tract 5805.01,60min,6.130170274
Census Tract 5805.02,60min,6.732295445
Census Tract 7302.01,60min,6.732295445
Census Tract 3018.02,60min,6.957794022
Census Tract 4401.01,60min,6.996610288
Census Tract 3017.01,60min,6.732295445
Census Tract 8045.09,60min,6.732295445
Census Tract 8045.11,60min,6.732295445
Census Tract 8046.09,60min,6.593701643
Census Tract 8046.08,60min,6.559543436
Census Tract 8062.02,60min,6.732295445
Census Tract 8391,60min,6.732295445
Census Tract 8331,60min,5.537523754
Census Tract 8381,60min,5.537523754
Census Tract 8333,60min,5.537523754
Census Tract 8382,60min,6.559543436
Census Tract 1407.02,60min,6.559543436
Census Tract 1406.02,60min,6.559543436
Census Tract 1407.01,60min,6.660422612
Census Tract 1605.02,60min,7.091219797
Census Tract 1606.02,60min,6.660422612
Census Tract 1510.02,60min,6.129727847
Census Tract 1510.01,60min,6.129727847
Census Tract 1904.02,60min,6.129727847
Census Tract 4313.01,60min,5.537523754
Census Tract 4313.02,60min,5.537523754
Census Tract 4603.02,60min,5.537523754
Census Tract 4603.01,60min,6.129727847
Census Tract 7005.01,60min,5.537523754
Census Tract 7005.02,60min,5.537523754
Census Tract 2106.01,60min,5.537523754
Census Tract 8123.02,60min,5.537523754
Census Tract 8128.02,60min,5.537523754
Census Tract 8128.01,60min,8.077718195
Census Tract 8123.01,60min,7.879762544
Census Tract 8138.02,60min,7.923265285
Census Tract 8137.01,60min,8.032887886
Census Tract 8206.03,60min,8.102356105
Census Tract 8411,60min,8.102356105
Census Tract 8402,60min,8.102356105
Census Tract 8413,60min,8.102356105
Census Tract 8407,60min,8.102356105
Census Tract 8416,60min,8.102356105
Census Tract 8417,60min,7.982359769
Census Tract 1906.02,60min,7.984916085
Census Tract 1904.01,60min,8.102356105
Census Tract 1907.02,60min,7.922679628
Census Tract 1913.02,60min,8.102356105
Census Tract 1906.01,60min,8.102356105
Census Tract 1913.01,60min,8.099108243
Census Tract 2004.02,60min,8.102356105
Census Tract 2004.01,60min,8.102356105
