variable,id,group,value
Census Tract 1603,17031381200,min30,9.314815122
Census Tract 1604,17031381400,min30,9.62212942
Census Tract 1607,17031381500,min30,9.62212942
Census Tract 2213,17031381800,min30,9.439040769
Census Tract 2215,17031381900,min30,9.101914496
Census Tract 2214,17031390100,min30,8.802934117
Census Tract 2506,17031390200,min30,8.763789164
Census Tract 2507,17031390300,min30,8.840124481
Census Tract 2508,17031390400,min30,8.906852133
Census Tract 2510,17031390500,min30,8.73766914
Census Tract 2511,17031390600,min30,8.487921285
Census Tract 514,17031390700,min30,8.452685837
Census Tract 601,17031400300,min30,9.671937931
Census Tract 603,17031400400,min30,9.221212346
Census Tract 608,17031400500,min30,9.550742857
Census Tract 1608,17031400800,min30,9.421919297
Census Tract 1609,17031410100,min30,8.244925804
Census Tract 1610,17031410200,min30,8.192831531
Census Tract 1611,17031410500,min30,8.584087305
Census Tract 1612,17031410600,min30,7.539118678
Census Tract 1613,17031410700,min30,7.539118678
Census Tract 1701,17031410800,min30,7.522556164
Census Tract 2216,17031410900,min30,8.264981065
Census Tract 2421,17031411000,min30,8.236487857
Census Tract 2420,17031411100,min30,7.694337303
Census Tract 2512,17031411200,min30,7.204585619
Census Tract 2513,17031420100,min30,7.289468899
Census Tract 513,17031420200,min30,7.414424873
Census Tract 6007,17031420300,min30,7.628573033
Census Tract 6009,17031420400,min30,8.505696328
Census Tract 8212,17031420500,min30,8.605067169
Census Tract 6720,17031420600,min30,8.999254549
Census Tract 7109,17031420700,min30,8.624199117
Census Tract 7110,17031420800,min30,7.711013255
Census Tract 7111,17031421200,min30,9.232579349
Census Tract 7112,17031430101,min30,7.056046551
Census Tract 7115,17031430102,min30,6.707597241
Census Tract 7113,17031430200,min30,7.221432224
Census Tract 7114,17031430300,min30,7.312907869
Census Tract 2705,17031430400,min30,7.783412291
Census Tract 2712,17031430500,min30,7.2534494
Census Tract 2713,17031430600,min30,6.823471981
Census Tract 2714,17031430700,min30,6.67188296
Census Tract 3501,17031430800,min30,6.90371446
Census Tract 3504,17031430900,min30,7.320864139
Census Tract 3510,17031431200,min30,7.0097839
Census Tract 3514,17031431301,min30,6.776185163
Census Tract 3602,17031431302,min30,6.75069503
Census Tract 8139,17031431400,min30,6.454004413
Census Tract 8226.01,17031440101,min30,7.860174308
Census Tract 8227.01,17031440102,min30,7.714131964
Census Tract 8227.02,17031440201,min30,8.593261148
Census Tract 8228.01,17031440202,min30,8.331442566
Census Tract 8230.02,17031440300,min30,9.499506633
Census Tract 8140,17031440600,min30,8.52393653
Census Tract 8141,17031440700,min30,8.288070382
Census Tract 8142,17031440800,min30,7.705596765
Census Tract 8143,17031440900,min30,8.154864237
Census Tract 8144,17031450300,min30,7.768248482
Census Tract 8231.01,17031460100,min30,6.170824968
Census Tract 8233.02,17031460200,min30,6.259842014
Census Tract 8233.03,17031460301,min30,6.773350051
Census Tract 8235,17031460302,min30,6.420969414
Census Tract 8145,17031460400,min30,6.925289706
Census Tract 8146,17031460500,min30,7.405943114
Census Tract 8148,17031460600,min30,7.313505582
Census Tract 8149,17031460700,min30,6.900461911
Census Tract 8150,17031461000,min30,7.539649096
Census Tract 8151,17031470100,min30,7.269213316
Census Tract 8236.02,17031480100,min30,7.964041541
Census Tract 8236.04,17031480200,min30,7.515919839
Census Tract 8236.05,17031480300,min30,7.305410269
Census Tract 8237.02,17031480400,min30,7.657740007
Census Tract 1605.01,17031480500,min30,7.736828448
Census Tract 8152,17031490300,min30,8.435853269
Census Tract 8153,17031490400,min30,8.24393503
Census Tract 8154,17031490500,min30,8.295213489
Census Tract 8237.04,17031490600,min30,8.727652507
Census Tract 8237.05,17031490700,min30,8.585226667
Census Tract 8241.08,17031490800,min30,8.194436397
Census Tract 8158,17031490901,min30,7.418982024
Census Tract 8159,17031490902,min30,7.765208057
Census Tract 8160,17031491000,min30,7.848439974
Census Tract 8162,17031491100,min30,7.794626184
Census Tract 8245.07,17031491200,min30,7.321153322
Census Tract 8246.02,17031491300,min30,7.427675874
Census Tract 8247.01,17031491400,min30,6.958584639
Census Tract 8247.02,17031500100,min30,7.155283378
Census Tract 8252,17031500200,min30,6.935182749
Census Tract 401,17031500300,min30,7.111324318
Census Tract 403,17031510100,min30,7.272272138
Census Tract 8163,17031510200,min30,7.069631944
Census Tract 8164.01,17031510300,min30,6.945178708
Census Tract 8164.02,17031520100,min30,6.209811016
Census Tract 8166,17031520200,min30,6.011204529
Census Tract 8167,17031520300,min30,6.175252149
Census Tract 8255.03,17031520400,min30,6.440319129
Census Tract 8255.04,17031520500,min30,5.135858649
Census Tract 8255.05,17031520600,min30,5.565627836
Census Tract 8257,17031530100,min30,6.998086906
Census Tract 6603.01,17031530200,min30,7.429392403
Census Tract 2207.01,17031530300,min30,7.564057281
Census Tract 633.02,17031530400,min30,5.918449179
Census Tract 2522.01,17031530501,min30,5.31442904
Census Tract 6603.02,17031530502,min30,7.048856975
Census Tract 7302.02,17031530503,min30,8.071123269
Census Tract 8133.02,17031530600,min30,6.647629044
Census Tract 8137.02,17031540101,min30,5.056335425
Census Tract 8133.01,17031540102,min30,6.443110749
Census Tract 8024.03,17031550100,min30,2.383412033
Census Tract 8030.16,17031550200,min30,3.53236765
Census Tract 8037.01,17031560100,min30,10.03094799
Census Tract 8041.08,17031560200,min30,9.908172736
Census Tract 8047.15,17031560300,min30,9.851747946
Census Tract 8356,17031560400,min30,9.735670629
Census Tract 8400,17031560700,min30,9.65410633
Census Tract 8364,17031560800,min30,9.789960544
Census Tract 8361,17031560900,min30,9.610837877
Census Tract 8346,17031561000,min30,9.499816214
Census Tract 8436,17031561100,min30,9.290906144
Census Tract 619.02,17031570100,min30,9.414264849
Census Tract 301.02,17031570200,min30,9.373639622
Census Tract 301.03,17031570300,min30,9.179603047
Census Tract 307.06,17031570400,min30,9.2190916
Census Tract 306.01,17031570500,min30,9.018862188
Census Tract 812.02,17031580100,min30,9.483703049
Census Tract 633.03,17031580200,min30,9.487754131
Census Tract 2209.01,17031580300,min30,9.466977518
Census Tract 2106.02,17031580400,min30,9.37267255
Census Tract 2206.02,17031580501,min30,9.412226306
Census Tract 2206.01,17031580502,min30,9.254335126
Census Tract 404.01,17031580600,min30,9.32878922
Census Tract 2522.02,17031580700,min30,9.352310704
Census Tract 2521.02,17031580800,min30,9.162860739
Census Tract 7706.01,17031590500,min30,9.740638337
Census Tract 8061.03,17031590600,min30,9.580796088
Census Tract 8026.10,17031590700,min30,9.501573558
Census Tract 8026.09,17031600400,min30,9.677260634
Census Tract 8046.10,17031600600,min30,9.780441847
Census Tract 7702.01,17031600700,min30,9.806964008
Census Tract 8043.08,17031600900,min30,9.521006284
Census Tract 8206.05,17031610300,min30,8.944896661
Census Tract 8363,17031610400,min30,9.357997649
Census Tract 8345,17031610800,min30,9.618912207
Census Tract 8359,17031611000,min30,9.060955522
Census Tract 8360,17031611100,min30,9.244609378
Census Tract 8362,17031611200,min30,9.345771613
Census Tract 8344,17031611300,min30,9.290528628
Census Tract 8343,17031611400,min30,9.051548824
Census Tract 701.01,17031611500,min30,8.913466127
Census Tract 1105.01,17031611600,min30,8.107760239
Census Tract 301.04,17031611700,min30,8.751450644
Census Tract 814.01,17031611800,min30,8.947912955
Census Tract 4301.02,17031611900,min30,8.870967912
Census Tract 7709.02,17031612000,min30,9.057209102
Census Tract 8241.21,17031612100,min30,9.103903386
Census Tract 4301.01,17031620100,min30,8.661957116
Census Tract 8041.09,17031620200,min30,8.991369296
Census Tract 8045.07,17031620300,min30,8.966062718
Census Tract 8046.11,17031620400,min30,8.562614663
Census Tract 8240.04,17031630100,min30,8.952318857
Census Tract 8240.06,17031630200,min30,8.887937187
Census Tract 2521.01,17031630300,min30,8.536205532
Census Tract 105.01,17031630400,min30,8.451143584
Census Tract 207.01,17031630500,min30,8.765402013
Census Tract 102.01,17031630800,min30,7.621598422
Census Tract 7608.01,17031630900,min30,8.253773468
Census Tract 8390,17031640100,min30,8.981035254
Census Tract 4402.01,17031640300,min30,8.684977985
Census Tract 5401.01,17031640400,min30,8.401637869
Census Tract 8020.04,17031640500,min30,9.065653194
Census Tract 8020.03,17031640600,min30,8.379349483
Census Tract 8030.13,17031640700,min30,8.48678881
Census Tract 8026.08,17031640800,min30,8.887707802
Census Tract 8030.15,17031650100,min30,8.351823279
Census Tract 8030.14,17031650200,min30,8.723512411
Census Tract 8340,17031650301,min30,8.37587112
Census Tract 8339,17031650302,min30,7.629558158
Census Tract 8192,17031650400,min30,7.232405289
Census Tract 8156,17031650500,min30,7.292145333
Census Tract 8180,17031660301,min30,7.402411154
Census Tract 8120,17031660302,min30,7.525506341
Census Tract 8294.02,17031660400,min30,7.581357429
Census Tract 8113.02,17031660500,min30,7.351575321
Census Tract 8028.02,17031660600,min30,7.335041666
Census Tract 8198.01,17031660700,min30,7.792243884
Census Tract 8198.02,17031660800,min30,7.348357168
Census Tract 8199,17031660900,min30,7.370037703
Census Tract 8200,17031661000,min30,7.285736209
Census Tract 8274,17031661100,min30,6.931853111
Census Tract 8276,17031670100,min30,8.914526078
Census Tract 2827,17031670200,min30,8.760009671
Census Tract 2828,17031670300,min30,8.716607716
Census Tract 4003,17031670400,min30,8.798694759
Census Tract 4005,17031670500,min30,7.597309881
Census Tract 4008,17031670600,min30,7.599729254
Census Tract 4101,17031670700,min30,7.801845204
Census Tract 4105,17031670800,min30,7.9569912
Census Tract 4106,17031670900,min30,8.596164039
Census Tract 4601,17031671100,min30,7.953332486
Census Tract 8051.05,17031671200,min30,7.630419665
Census Tract 8277,17031671300,min30,7.56430493
Census Tract 8278.02,17031671400,min30,7.517931081
Census Tract 8278.04,17031671500,min30,7.604027473
Census Tract 4503,17031671600,min30,7.747384838
Census Tract 4602,17031671800,min30,7.597172149
Census Tract 8051.06,17031671900,min30,7.577184263
Census Tract 8051.07,17031672000,min30,7.248415873
Census Tract 8051.08,17031680500,min30,9.054679709
Census Tract 6404,17031680600,min30,8.685967402
Census Tract 6405,17031680900,min30,9.436509492
Census Tract 6406,17031681000,min30,8.749145606
Census Tract 6407,17031681100,min30,8.126153318
Census Tract 6408,17031681200,min30,9.2145079
Census Tract 6501,17031681300,min30,8.194012508
Census Tract 6502,17031681400,min30,7.913829359
Census Tract 2804,17031690300,min30,9.881607119
Census Tract 8114.01,17031690400,min30,9.830410282
Census Tract 8113.01,17031690500,min30,9.359776747
Census Tract 7506,17031690900,min30,9.31652647
Census Tract 8126,17031691000,min30,9.900179999
Census Tract 8030.08,17031691100,min30,9.797875894
Census Tract 8051.10,17031691200,min30,9.595076851
Census Tract 8051.11,17031691300,min30,9.555111428
Census Tract 8051.12,17031691400,min30,9.401898883
Census Tract 8052.01,17031691500,min30,8.093028478
Census Tract 8203,17031700100,min30,7.056717871
Census Tract 8204,17031700200,min30,7.12785803
Census Tract 8209.02,17031700301,min30,7.49136658
Census Tract 8210.01,17031700302,min30,6.51351869
Census Tract 8278.05,17031700401,min30,6.824878277
Census Tract 8280,17031700402,min30,6.106639611
Census Tract 8281,17031700501,min30,7.014627794
Census Tract 8282.02,17031700502,min30,6.764748616
Census Tract 2831,17031710100,min30,8.457913858
Census Tract 2838,17031710200,min30,7.959407861
Census Tract 4107,17031710300,min30,8.064250571
Census Tract 4108,17031710400,min30,7.529229322
Census Tract 8290,17031710500,min30,7.850773908
Census Tract 4109,17031710600,min30,8.159156248
Census Tract 4110,17031710700,min30,8.091379935
Census Tract 4111,17031710800,min30,8.52803715
Census Tract 4112,17031710900,min30,8.549686602
Census Tract 4606,17031711000,min30,8.094829596
Census Tract 4607,17031711100,min30,8.285057292
Census Tract 4604,17031711200,min30,7.515120953
Census Tract 4605,17031711300,min30,7.735346708
Census Tract 4610,17031711400,min30,8.311555415
Census Tract 8292,17031711500,min30,8.466932018
Census Tract 8293.01,17031720100,min30,7.319773002
Census Tract 8293.02,17031720200,min30,7.794113759
Census Tract 8294.01,17031720300,min30,7.65843335
Census Tract 8052.02,17031720400,min30,7.234661126
Census Tract 8053.01,17031720500,min30,5.90344423
Census Tract 8053.02,17031720600,min30,7.364576405
Census Tract 8054.01,17031720700,min30,7.527829783
Census Tract 7704,17031730100,min30,8.586221089
Census Tract 8001,17031730201,min30,7.778988744
Census Tract 8003,17031730202,min30,8.218282959
Census Tract 8129,17031730300,min30,7.772306487
Census Tract 8130,17031730400,min30,8.355957231
Census Tract 8131,17031730500,min30,8.70634452
Census Tract 8005,17031730600,min30,8.367316245
Census Tract 8211.01,17031730700,min30,7.85455273
Census Tract 8211.02,17031740100,min30,5.75667737
Census Tract 8213,17031740200,min30,4.370967637
Census Tract 8210.02,17031740300,min30,4.789074454
Census Tract 8284.01,17031740400,min30,4.644247213
Census Tract 8284.02,17031750100,min30,7.773448146
Census Tract 8285.04,17031750200,min30,7.686817923
Census Tract 4201,17031750300,min30,7.349705524
Census Tract 4202,17031750400,min30,7.350940039
Census Tract 4204,17031750500,min30,7.645635232
Census Tract 4207,17031750600,min30,7.802546289
Census Tract 8054.02,17031760801,min30,12.55679681
Census Tract 8055.01,17031760802,min30,10.59868821
Census Tract 8296,17031760803,min30,11.28209528
Census Tract 4208,17031770201,min30,5.91426763
Census Tract 4701,17031770202,min30,6.16981546
Census Tract 4801,17031770300,min30,5.396771125
Census Tract 4802,17031770400,min30,6.412262059
Census Tract 4803,17031770500,min30,11.64114125
Census Tract 4804,17031770601,min30,8.136436083
Census Tract 8055.02,17031770602,min30,12.10319109
Census Tract 8056,17031770700,min30,13.32718678
Census Tract 8300.01,17031770800,min30,7.811555498
Census Tract 8300.06,17031770901,min30,10.8998828
Census Tract 6504,17031770902,min30,11.55881165
Census Tract 6505,17031800100,min30,4.151851127
Census Tract 6604,17031800200,min30,4.617499454
Census Tract 8006,17031800300,min30,5.86458696
Census Tract 8010,17031800400,min30,4.618177333
Census Tract 8011,17031800500,min30,7.134819756
Census Tract 8012,17031800600,min30,4.837902672
Census Tract 8114.02,17031800700,min30,8.271505816
Census Tract 8134,17031800800,min30,8.588664929
Census Tract 8132,17031800900,min30,8.93452346
Census Tract 8214.01,17031801000,min30,8.17360268
Census Tract 8057.02,17031801100,min30,7.058062114
Census Tract 8058.02,17031801200,min30,4.803675034
Census Tract 8214.02,17031801300,min30,4.986818967
Census Tract 8216,17031801400,min30,8.644313989
Census Tract 8217,17031801500,min30,5.521255612
Census Tract 2909,17031801601,min30,3.684329824
Census Tract 2912,17031801603,min30,5.81208951
Census Tract 4212,17031801605,min30,4.466584992
Census Tract 8060.01,17031801606,min30,5.735962445
Census Tract 8060.03,17031801607,min30,5.780517275
Census Tract 8013,17031801608,min30,6.099487085
